file_a,file_b,jaccard_similarity
0310.py,0345.py,0.0202312138728
0221.py,0228.py,0.0201729106628
0015.py,0249.py,0.0201612903226
0001.py,0236.py,0.0201005025126
0009.py,0160.py,0.0200803212851
0026.py,0151.py,0.0200803212851
0090.py,0465.py,0.0200803212851
0252.py,0342.py,0.0200267022697
0180.py,0264.py,0.02
0061.py,0427.py,0.0198675496689
0128.py,0203.py,0.0198675496689
0228.py,0297.py,0.0198675496689
0132.py,0406.py,0.0198598130841
0019.py,0379.py,0.0198170731707
0069.py,0250.py,0.0196850393701
0106.py,0210.py,0.0196078431373
0151.py,0158.py,0.0196078431373
0314.py,0345.py,0.0195530726257
0154.py,0228.py,0.019512195122
0140.py,0308.py,0.0194690265487
0256.py,0354.py,0.0194444444444
0010.py,0301.py,0.0194174757282
0106.py,0361.py,0.0194174757282
0274.py,0354.py,0.0193704600484
0046.py,0455.py,0.0192837465565
0130.py,0396.py,0.0192837465565
0336.py,0361.py,0.0192837465565
0248.py,0252.py,0.0192644483363
0009.py,0019.py,0.0192307692308
0059.py,0318.py,0.0192307692308
0317.py,0353.py,0.0192307692308
0036.py,0208.py,0.0191846522782
0203.py,0435.py,0.0191082802548
0263.py,0451.py,0.0191082802548
0069.py,0254.py,0.0190476190476
0423.py,0468.py,0.0190476190476
0019.py,0447.py,0.0189873417722
0047.py,0263.py,0.0189655172414
0099.py,0155.py,0.0189620758483
0099.py,0322.py,0.0189620758483
0289.py,0474.py,0.0189075630252
0085.py,0430.py,0.0188679245283
0164.py,0418.py,0.0188679245283
0063.py,0130.py,0.0187969924812
0186.py,0268.py,0.0187561697927
0019.py,0160.py,0.01875
0051.py,0418.py,0.0187265917603
0011.py,0170.py,0.018691588785
0213.py,0236.py,0.018691588785
0194.py,0487.py,0.0186567164179
0019.py,0076.py,0.0186335403727
0182.py,0430.py,0.0186335403727
0394.py,0413.py,0.0186335403727
0396.py,0495.py,0.0186219739292
0121.py,0135.py,0.0186170212766
0151.py,0472.py,0.0186046511628
0158.py,0202.py,0.0185873605948
0335.py,0418.py,0.0185873605948
0118.py,0166.py,0.0185758513932
0250.py,0396.py,0.0185567010309
0103.py,0427.py,0.0185185185185
0289.py,0342.py,0.0185185185185
0118.py,0417.py,0.0184615384615
0050.py,0301.py,0.0184501845018
0001.py,0380.py,0.0184049079755
0236.py,0361.py,0.0184049079755
0254.py,0372.py,0.0184049079755
0010.py,0412.py,0.0183908045977
0101.py,0468.py,0.0182926829268
0248.py,0424.py,0.0182926829268
0193.py,0496.py,0.0182584269663
0264.py,0417.py,0.0182291666667
0019.py,0348.py,0.0182232346241
0001.py,0210.py,0.0181818181818
0100.py,0182.py,0.0181818181818
0150.py,0225.py,0.0181818181818
0236.py,0381.py,0.0181818181818
0026.py,0078.py,0.018115942029
0221.py,0485.py,0.0181086519115
0130.py,0152.py,0.0180995475113
0170.py,0400.py,0.0180995475113
0010.py,0374.py,0.0180722891566
0343.py,0366.py,0.0180722891566
0025.py,0422.py,0.018018018018
0119.py,0236.py,0.0179948586118
0233.py,0451.py,0.0179775280899
0420.py,0427.py,0.0179775280899
0212.py,0474.py,0.017971758665
0160.py,0369.py,0.0179640718563
0301.py,0480.py,0.0179445350734
0026.py,0388.py,0.0179372197309
0109.py,0266.py,0.0178926441352
0087.py,0427.py,0.0178571428571
0163.py,0427.py,0.0178571428571
0418.py,0482.py,0.0178571428571
0083.py,0279.py,0.017819706499
0283.py,0320.py,0.0178117048346
0050.py,0403.py,0.0177165354331
0400.py,0496.py,0.0177165354331
0001.py,0381.py,0.0176991150442
0366.py,0418.py,0.0176470588235
0236.py,0421.py,0.0176056338028
0042.py,0353.py,0.0175879396985
0116.py,0346.py,0.017578125
0153.py,0472.py,0.0175438596491
0224.py,0451.py,0.017523364486
0299.py,0423.py,0.0174672489083
0077.py,0468.py,0.0174418604651
0040.py,0215.py,0.0174346201743
0196.py,0221.py,0.0173913043478
0353.py,0388.py,0.0173913043478
0050.py,0342.py,0.0173697270471
0283.py,0465.py,0.0173535791757
0006.py,0353.py,0.0172413793103
0238.py,0440.py,0.0172043010753
0194.py,0220.py,0.0171821305842
0123.py,0266.py,0.0171673819742
0210.py,0361.py,0.0171232876712
0001.py,0191.py,0.0170454545455
0207.py,0423.py,0.0170454545455
0213.py,0381.py,0.0170212765957
0001.py,0304.py,0.0169491525424
0019.py,0418.py,0.0169491525424
0384.py,0435.py,0.0169491525424
0342.py,0474.py,0.0168855534709
0001.py,0336.py,0.0168776371308
0019.py,0369.py,0.0168539325843
0235.py,0484.py,0.0168539325843
0128.py,0216.py,0.0168269230769
0304.py,0314.py,0.0168067226891
0121.py,0342.py,0.0167785234899
0007.py,0010.py,0.0167597765363
0361.py,0382.py,0.0167464114833
0213.py,0304.py,0.0167224080268
0445.py,0463.py,0.016632016632
0474.py,0476.py,0.016620498615
0158.py,0274.py,0.0165975103734
0207.py,0463.py,0.016583747927
0060.py,0273.py,0.0165745856354
0248.py,0340.py,0.0165745856354
0382.py,0394.py,0.0165631469979
0149.py,0320.py,0.0165289256198
0084.py,0427.py,0.0164948453608
0174.py,0430.py,0.0164835164835
0154.py,0464.py,0.0164473684211
0253.py,0497.py,0.0164126611958
0160.py,0318.py,0.016393442623
0101.py,0207.py,0.016339869281
0049.py,0500.py,0.016338028169
0380.py,0424.py,0.0163265306122
0149.py,0155.py,0.016317016317
0149.py,0322.py,0.016317016317
0100.py,0174.py,0.0163043478261
0128.py,0430.py,0.0163043478261
0069.py,0396.py,0.0162866449511
0015.py,0230.py,0.0162601626016
0160.py,0398.py,0.0161943319838
0074.py,0460.py,0.0161725067385
0228.py,0360.py,0.0161290322581
0228.py,0418.py,0.0161290322581
0264.py,0484.py,0.0161290322581
0308.py,0461.py,0.0161104718067
0266.py,0436.py,0.0161054172767
0118.py,0308.py,0.0160857908847
0019.py,0320.py,0.016077170418
0166.py,0235.py,0.016
0252.py,0424.py,0.016
0100.py,0128.py,0.0159574468085
0235.py,0417.py,0.0159151193634
0016.py,0279.py,0.0159045725646
0001.py,0082.py,0.015873015873
0063.py,0254.py,0.015873015873
0130.py,0238.py,0.015873015873
0274.py,0472.py,0.015873015873
0216.py,0224.py,0.0158562367865
0196.py,0291.py,0.0158478605388
0019.py,0465.py,0.0158311345646
0207.py,0415.py,0.0157728706625
0207.py,0456.py,0.0157728706625
0483.py,0496.py,0.0157480314961
0038.py,0221.py,0.0157068062827
0152.py,0254.py,0.0156862745098
0342.py,0405.py,0.0156794425087
0032.py,0254.py,0.0156739811912
0155.py,0418.py,0.0156657963446
0166.py,0264.py,0.0156657963446
0322.py,0418.py,0.0156657963446
0313.py,0342.py,0.0156583629893
0030.py,0132.py,0.015625
0372.py,0440.py,0.015607580825
0119.py,0334.py,0.015606242497
0074.py,0304.py,0.0155763239875
0151.py,0353.py,0.0155642023346
0158.py,0432.py,0.0155642023346
0266.py,0283.py,0.0155555555556
0019.py,0059.py,0.0155440414508
0405.py,0424.py,0.0155279503106
0248.py,0342.py,0.0154905335628
0078.py,0405.py,0.015479876161
0342.py,0374.py,0.0154639175258
0348.py,0465.py,0.0154320987654
0019.py,0179.py,0.0154241645244
0047.py,0216.py,0.0154125113327
0006.py,0304.py,0.0153846153846
0185.py,0228.py,0.0153846153846
0230.py,0468.py,0.0153846153846
0010.py,0415.py,0.0153452685422
0010.py,0456.py,0.0153452685422
0158.py,0273.py,0.015306122449
0236.py,0394.py,0.015306122449
0027.py,0120.py,0.0152905198777
0400.py,0483.py,0.0152505446623
0063.py,0250.py,0.015243902439
0009.py,0343.py,0.0152091254753
0374.py,0455.py,0.0151975683891
0248.py,0405.py,0.0151898734177
0019.py,0335.py,0.0151515151515
0051.py,0343.py,0.0151515151515
0342.py,0350.py,0.0151371807001
0192.py,0478.py,0.0151187904968
0019.py,0482.py,0.0151057401813
0076.py,0483.py,0.0150943396226
0229.py,0464.py,0.0150943396226
0254.py,0396.py,0.0150753768844
0193.py,0483.py,0.0150602409639
0236.py,0382.py,0.015037593985
0310.py,0394.py,0.0149700598802
0001.py,0060.py,0.0149253731343
0148.py,0496.py,0.0149253731343
0228.py,0493.py,0.0149253731343
0365.py,0484.py,0.0149253731343
0193.py,0400.py,0.0148698884758
0038.py,0496.py,0.0148619957537
0026.py,0317.py,0.0148514851485
0181.py,0236.py,0.0148514851485
0380.py,0413.py,0.0148514851485
0250.py,0372.py,0.0148048452221
0031.py,0295.py,0.0147783251232
0236.py,0345.py,0.0147783251232
0289.py,0403.py,0.0147783251232
0113.py,0145.py,0.0147601476015
0010.py,0342.py,0.0147492625369
0158.py,0252.py,0.0147368421053
0071.py,0468.py,0.0147058823529
0072.py,0342.py,0.0147058823529
0297.py,0366.py,0.0147058823529
0072.py,0382.py,0.0146750524109
0310.py,0382.py,0.0146627565982
0119.py,0361.py,0.0146341463415
0050.py,0289.py,0.0146276595745
0314.py,0408.py,0.0146252285192
0019.py,0267.py,0.014598540146
0224.py,0233.py,0.0145631067961
0199.py,0353.py,0.0145454545455
0074.py,0236.py,0.0145348837209
0217.py,0300.py,0.0145348837209
0092.py,0118.py,0.0145278450363
0418.py,0447.py,0.0145228215768
0042.py,0158.py,0.014409221902
0072.py,0301.py,0.014367816092
0236.py,0405.py,0.014367816092
0220.py,0468.py,0.0143540669856
0002.py,0039.py,0.0143442622951
0208.py,0228.py,0.0142348754448
0071.py,0415.py,0.0142045454545
0071.py,0456.py,0.0142045454545
0354.py,0388.py,0.0142045454545
0015.py,0106.py,0.0141509433962
0154.py,0185.py,0.0141509433962
0192.py,0288.py,0.0141342756184
0053.py,0233.py,0.0141176470588
0235.py,0308.py,0.0141176470588
0334.py,0345.py,0.0141176470588
0072.py,0405.py,0.0140845070423
0122.py,0158.py,0.0140845070423
0282.py,0430.py,0.0140845070423
0301.py,0342.py,0.0140845070423
0413.py,0424.py,0.0140845070423
0112.py,0224.py,0.0140186915888
0135.py,0429.py,0.0140186915888
0032.py,0130.py,0.013986013986
0006.py,0044.py,0.0139664804469
0042.py,0472.py,0.0139664804469
0264.py,0495.py,0.0139664804469
0042.py,0481.py,0.0139593908629
0092.py,0484.py,0.0139534883721
0181.py,0227.py,0.0139534883721
0191.py,0413.py,0.0139534883721
0221.py,0298.py,0.0139534883721
0010.py,0386.py,0.0139442231076
0022.py,0180.py,0.01393728223
0181.py,0310.py,0.0138888888889
0213.py,0336.py,0.0138888888889
0413.py,0421.py,0.0138888888889
0264.py,0308.py,0.013856812933
0175.py,0196.py,0.0138539042821
0300.py,0308.py,0.0138248847926
0050.py,0396.py,0.0138121546961
0092.py,0465.py,0.0138036809816
0090.py,0164.py,0.0137931034483
0297.py,0343.py,0.0137931034483
0474.py,0480.py,0.0137825421133
0403.py,0480.py,0.013769363167
0153.py,0158.py,0.0137614678899
0050.py,0474.py,0.0137457044674
0001.py,0382.py,0.013698630137
0001.py,0452.py,0.013698630137
0011.py,0400.py,0.013698630137
0044.py,0248.py,0.013698630137
0304.py,0342.py,0.013671875
0310.py,0340.py,0.0136674259681
0153.py,0481.py,0.0136570561457
0032.py,0396.py,0.0136452241715
0001.py,0361.py,0.0136363636364
0069.py,0238.py,0.0136363636364
0382.py,0405.py,0.0136363636364
0082.py,0381.py,0.0136054421769
0274.py,0353.py,0.0136054421769
0361.py,0405.py,0.0135869565217
0089.py,0435.py,0.0135746606335
0097.py,0221.py,0.0135658914729
0121.py,0252.py,0.0135593220339
0175.py,0363.py,0.0135557872784
0158.py,0280.py,0.0135501355014
0160.py,0465.py,0.0135501355014
0308.py,0385.py,0.0135440180587
0343.py,0348.py,0.0135440180587
0304.py,0394.py,0.0135135135135
0394.py,0421.py,0.0135135135135
